"Source","Start_Time","Start_Lat","Start_Lng","Description","Street","City","County","State","Humidity...","Pressure.in.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Crossing","Junction","Railway","Station","Stop","Traffic_Signal","Visibility_Category","Severity_Category","is_day_light","Distance.km.","Temperature.C.","Wind_Chill.C.","duration","Start_Date","idx_original","Start_Time_Cat","hospital_nearby","traffic_light_nearby","traffic_sign_nearby","police_nearby","commercial_area_nearby","school_zone_nearby"
"Source1","13:40:35",40.80567,-73.92144,"At Willis Ave/Exit 2 - Accident. Right lane blocked.","Major Deegan Expy N","Bronx","Bronx","NY",43,30.05,"South",11.5,0,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.509,34.389,-2.389,360,"2018-07-02",68,"Tarde","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","12:52:06",40.84993,-73.944366,"Queueing traffic and two left lane blocked due to accident on I-95 George Washington Brg Northbound at Exit 1 Riverside Dr.","George Washington Brg","New York","New York","NY",78,29.88,"Variable",3.5,0.02,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,18.278,1.722,28.55,"2017-11-06",69,"Tarde","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE"
"Source2","09:17:01",40.758068,-73.245453,"Accident on Brentwood Rd at Connecticut Ave.","Connecticut Ave","Bay Shore","Suffolk","NY",76,30.05,"North",10.4,0,"Scattered Clouds","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,21.111,-8.333,29.9,"2017-10-10",70,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","22:29:52",40.836418,-73.873695,"Two lanes blocked due to accident on I-95 Cross Bronx Expy Northbound between Exit 6A I-678 and Exit 4B Cross Bronx Expy.","Bronx River Pkwy N","Bronx","Bronx","NY",40,30.13,"WNW",8.1,0.05,"Partly Cloudy","False","False","True","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,5.23,11.111,-11,30.1333333333333,"2018-10-30",71,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","09:32:48",42.400288,-71.213722,"Accident on Trapelo Rd near Shade St.","Shade St","Waltham","Middlesex","MA",90,30,"Calm",0,0,"Mist","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",1,0,9.389,-1.944,28.3666666666667,"2018-11-06",72,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","06:22:32",42.558376,-71.140869,"Accident on 93 Southbound between MA-62 and Concord St. On the median.","Concord St","Wilmington","Middlesex","MA",90,29.95,"NW",9.2,0.01,"Overcast","False","False","True","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,3.669,15,-1.5,29.5,"2017-08-30",73,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","22:10:05",43.070663,-76.117058,"Accident on Village Dr clockwise at Edtim Rd.","Village Dr","Syracuse","Onondaga","NY",96,30.15,"Calm",0,0.09,"Scattered Clouds","False","False","False","False","False","True","False","Bona_Visibilitat","Poc impacte",0,0,15,-3.111,27.45,"2017-10-10",74,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:49:54",40.570473,-74.109764,"Accident on Hylan Blvd at New Dorp Ln.","New Dorp Ln","Staten Island","Richmond","NY",62,29.93,"North",11.5,0.01,"Scattered Clouds","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,15.278,7.111,29.8666666666667,"2017-10-16",75,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","13:21:58",43.487183,-73.753189,"Accident on I-87 Adirondack Northway Southbound after Exit 23 County Hwy-35 Diamond Point Rd.","Adirondack Northway N","Warrensburg","Warren","NY",90,29.79,"South",5.8,0,"Overcast","False","False","False","False","False","False","False","Poca_Visibilitat","Impacte considerable",1,0,22.778,-2.5,44.85,"2017-08-18",76,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","05:21:51",41.934093,-71.319763,"Shoulder blocked due to accident on I-95 Northbound between MA-1A Newport Ave and MA-123 South Ave.","South Ave","Attleboro","Bristol","MA",100,30.14,"NNE",10.4,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,7.677,1.722,-2.556,29.6666666666667,"2017-11-14",77,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"Source1","17:43:03",40.77133,-74.15678,"At McCarter Hwy/Verona Ave/Exit 5 - Overturned vehicle. Left lane blocked. Center lane blocked.","McCarter Hwy N","Newark","Essex","NJ",28,30.46,"WSW",6.9,0.01,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0.575,-1.111,-4.889,29.8833333333333,"2018-11-23",78,"Tarde","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source1","09:42:54",40.997103,-74.308676,"Closed between Paterson Hamburg Tpke/Exit 53 and RT-23/Exit 52 - Road closed due to accident.","I-287 S","Riverdale","Morris","NJ",50,30.09,"Variable",5.8,0.13,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte molt fort/alt",1,1.326,24.389,5.111,360,"2017-09-23",79,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source2","07:21:39",42.312748,-71.383682,"Accident on I-90 Massachusetts Turnpike Westbound after MA-30 Cochituate Rd.","I-90 W","Framingham","Middlesex","MA",100,30.06,"South",10.4,0.11,"Overcast","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Impacte considerable",1,0,9.389,2.278,29.7166666666667,"2018-01-12",80,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source3","09:04:41",40.745876,-74.160645,"Left and center lane closed due to accident on I-280 Westbound near Exit 16 County Hwy-508 Harrison Ave.","I-280 E","Harrison","Hudson","NJ",65,29.98,"North",13.8,9.96,"Scattered Clouds","False","False","False","False","False","False","True","Bona_Visibilitat","Impacte considerable",1,0,18.889,0.833,29.7333333333333,"2017-08-30",81,"Mañana","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","08:38:19",40.864086,-73.046829,"Accident on NY-25 Middle Country Rd Westbound at NY-25 Middle Country Rd.","Middle Country Rd","Selden","Suffolk","NY",77,29.76,"NNW",13.8,0.09,"Mostly Cloudy","False","True","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,26.111,2.722,29.5333333333333,"2018-06-19",83,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","17:10:36",40.264702,-74.162407,"Accident on NJ-34 at Asbury Ave.","State Route 34","Colts Neck","Monmouth","NJ",58,29.99,"SE",13.8,0.09,"Clear","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,27.222,3.333,44.9166666666667,"2017-08-04",84,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","10:31:21",40.637859,-74.897507,"Right lane blocked due to accident on I-78 Eastbound at Exit 16 NJ-173 Old Highway 22.","I-78 E","Clinton","Hunterdon","NJ",38,30.4,"Variable",3.5,0.02,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,10,-7.667,29.2166666666667,"2018-02-27",85,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","11:40:33",40.856102,-73.832863,"Two lanes blocked due to accident on Hutchinson River Pkwy Southbound at Bronx and Pelham Pkwy.","Bronx and Pelham Pkwy","Bronx","Bronx","NY",90,30.03,"ENE",17.3,0.02,"Light Rain","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,17.222,-2.722,29.4666666666667,"2018-05-27",86,"Mañana","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","15:43:37",43.171467,-77.604446,"Accident on Thomas St at Upper Falls Blvd.","Upper Falls Blvd","Rochester","Monroe","NY",85,29.71,"SW",21.9,0.02,"Thunderstorms and Rain","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",1,0,24.389,3.889,44.8666666666667,"2017-08-22",87,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","13:58:24",40.192177,-74.75148,"Lane blocked on exit ramp due to accident on NJ-129 Southbound at NJ-29.","NJ-29 N","Trenton","Mercer","NJ",46,29.62,"West",15,0.02,"Clear","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.016,17.222,-1.5,44.7666666666667,"2017-02-08",88,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","09:49:31",43.070152,-76.154778,"Accident on Danforth St at Spring St.","Danforth St","Syracuse","Onondaga","NY",86,30.36,"ENE",13.8,0.01,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,10,-10.5,29.7333333333333,"2017-10-12",89,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:18:17",42.627205,-71.272713,"Shoulder blocked due to accident on I-495 Blue Star Memorial Hwy Northbound after MA-38 Main St.","I-495 N","Tewksbury","Middlesex","MA",73,30.63,"Calm",0,0.14,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.016,-15,6.611,29.75,"2017-01-09",90,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source1","04:10:14",40.68714,-73.71784,"Closed between Central Ave/Linden Blvd/Exit 13 and Fletcher Ave/Exit 14 - Road closed due to accident.","Southern State Pkwy E","Valley Stream","Nassau","NY",83,30.41,"SSW",3.5,0,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte molt fort/alt",0,1.925,8.278,-7,360,"2017-04-15",91,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","13:56:17",40.743244,-73.837616,"Queueing traffic and right lane blocked due to accident on I-495 Long Island Expy Westbound before Exits 22A 22B I-678 Van Wyck Expy.","Van Wyck Expy N","Flushing","Queens","NY",44,30.13,"NW",4.6,0.04,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,10,-6.556,44.6166666666667,"2018-01-21",92,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","18:49:40",42.625214,-71.177841,"Queueing traffic due to serious accident on I-93 Southbound at Exit 42 Dascomb Rd.","Dascomb Rd","Andover","Essex","MA",44,29.88,"WNW",4.6,0.01,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.016,10,7.111,40.3333333333333,"2017-05-08",93,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","15:40:38",40.759106,-74.20826,"Accident on Garden State Pkwy Southbound at Exit 145 I-280.","I-280 E","East Orange","Essex","NJ",30,29.75,"North",12.7,0.28,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,30,-2.722,29.6833333333333,"2018-06-21",94,"Tarde","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"Source2","08:38:11",40.753834,-73.805832,"Accident on 161st St at 46th Ave.","161st St","Flushing","Queens","NY",45,30.22,"NE",5.8,0.01,"Partly Cloudy","False","False","False","False","False","True","False","Bona_Visibilitat","Poc impacte",1,0,6.111,4.167,29.8333333333333,"2018-04-11",95,"Mañana","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","09:16:01",40.724133,-74.090553,"Right lane blocked due to accident on US-1 Trk Communipaw Ave Southbound at NJ-440.","Communipaw Ave","Jersey City","Hudson","NJ",93,30.27,"Calm",9.2,0.03,"","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,3,-0.667,44.4166666666667,"2018-04-06",96,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source3","16:04:44",39.8941,-74.922707,"Right and center lane blocked due to accident on NJ-70 Eastbound at County Hwy-607 Maple Ave.","W Route 70","Marlton","Burlington","NJ",53,30,"North",5.8,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.016,22.778,2.111,44.6833333333333,"2017-04-20",97,"Tarde","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source1","04:38:18",40.65274,-74.45081,"At CR-531/Exit 40 - Jackknifed caravan. Right lane blocked.","I-78 W","Watchung","Somerset","NJ",93,29.97,"NNE",5.8,0.35,"Rain","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",0,0.819,17.222,3,29.6166666666667,"2018-09-28",98,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:38:40",43.268284,-77.40094,"Accident on County Hwy-1 Lake Rd at County Hwy-6 Salt Rd.","Salt Rd","Webster","Monroe","NY",93,29.91,"SW",3.5,0.03,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,13.278,3.222,59.6333333333333,"2017-09-13",99,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:00:55",41.101784,-73.993385,"Accident on I-87 I-287 Southbound between Exit 14 NY-59 and Exits 13N 13S Palisades Interstate Pkwy.","I-287 E","Nanuet","Rockland","NY",87,30.11,"East",6.9,0.01,"Clear","False","False","True","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,4.748,18.278,-4.333,29.8166666666667,"2018-08-21",100,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","07:15:46",42.255486,-71.039642,"HOV lane blocked due to accident on Expressway Northbound near Willard St.","I-93 N","Milton","Norfolk","MA",96,29.93,"Calm",5.8,0.02,"","False","False","True","False","False","False","False","","Impacte considerable",1,0.016,-2.778,-6.389,29.35,"2017-03-10",101,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","10:23:55",40.754955,-73.950371,"Multi-vehicle accident on Ed Koch Queensboro Brg in Queens.","Ed Koch Queensboro Brg E","Long Island City","Queens","NY",39,29.81,"West",8.1,0.02,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.016,16.111,3.833,59.5666666666667,"2017-02-19",102,"Mañana","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source1","11:51:31",40.85306,-73.96011,"Between Hudson Ter/Palisades Pky and RT-9/US-9/Hudson Pky/178th St - Accident. Right lane blocked.","I-95 N","Fort Lee","Bergen","NJ",49,30.15,"Variable",3.5,0.01,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,1.392,27.222,0.389,29.4333333333333,"2018-07-20",103,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","12:55:48",40.951782,-73.745506,"Accident on I-95 Southbound near Exit 18A Fenimore Rd.","I-95 N","Mamaroneck","Westchester","NY",23,30.14,"WSW",8.1,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.016,16.111,0.222,42.3333333333333,"2017-04-09",104,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","20:18:32",40.701443,-73.961205,"Left lane blocked due to accident on I-278 Queens Midtown Expy Westbound before Exit 31 Wythe Ave.","Wythe Ave","Brooklyn","Kings","NY",48,30.42,"Calm",0,0.01,"Clear","False","True","False","False","False","False","True","Bona_Visibilitat","Impacte considerable",0,0,28,-3.611,44.7333333333333,"2017-08-16",105,"Noche","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","13:27:14",40.439484,-74.260101,"Right lane blocked due to accident on Garden State Pkwy express lanes Southbound before Exit 120 - Laurence Harbor.","Garden State Pkwy S","Matawan","Middlesex","NJ",48,30.52,"Calm",0,0.28,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,4.611,-3.722,44.1333333333333,"2018-03-27",107,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","20:20:13",43.06261,-76.15814,"Between Court St/NB Exit 22/SB Exit 21 and RT-298/Bear St - Accident. Two lanes blocked.","I-81 N","Syracuse","Onondaga","NY",93,29.99,"West",6.9,0.03,"Light Rain","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Impacte considerable",0,0.608,6.111,3.778,29.25,"2018-10-23",108,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","12:16:32",43.120693,-77.47818,"Accident on County Hwy-256 Bluff Dr at County Hwy-15 Linden Ave.","E Linden Ave","East Rochester","Monroe","NY",61,29.92,"West",20.7,0,"Mostly Cloudy","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,10,-6.944,29.8166666666667,"2018-11-07",109,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","05:46:45",40.6087,-74.154137,"Accident on Victory Blvd at Canterbury Avenue.","Victory Blvd","Staten Island","Richmond","NY",91,29.86,"East",13.8,0.02,"Light Rain","False","False","False","False","True","False","False","Poca_Visibilitat","Poc impacte",0,0,1.5,-3.611,29.2666666666667,"2018-03-07",110,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","10:13:44",40.83593,-73.870201,"Right lane blocked due to accident on I-95 Cross Bronx Expy Northbound at Exit 4B Rosedale Ave.","Cross Bronx Expy E","Bronx","Bronx","NY",51,29.71,"NW",39.1,0.02,"Scattered Clouds","False","True","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.016,3.278,-4.333,29.6833333333333,"2017-02-13",111,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","04:46:29",41.195,-73.686195,"Right hand shoulder blocked due to accident on I-684 Southbound at Exit 4 NY-172 Bedford Rd.","I-684 N","Mount Kisco","Westchester","NY",77,30.05,"Calm",0,0.01,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0.016,4.389,-1.889,46.8833333333333,"2017-02-22",112,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","19:03:15",40.853786,-73.963249,"Center lane blocked due to accident on I-95 Southbound at Exits 73 74 Palisades Interstate Pkwy.","US-1 S","Fort Lee","Bergen","NJ",47,29.69,"NW",8.1,0.05,"Partly Cloudy","False","False","True","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,6.722,4.167,28.8,"2017-11-19",113,"Noche","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","08:22:54",40.852905,-74.782715,"Accident on US-46 Eastbound near Naughright Rd.","US Highway 46 E","Budd Lake","Morris","NJ",97,29.58,"Calm",0,0.03,"","False","False","False","False","False","False","True","","Poc impacte",1,0,4.389,-3.722,29.5,"2018-04-04",114,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source2","08:19:38",41.043247,-73.835846,"Accident on I-87 NYS Thruway Southbound after Exit 7A Saw Mill River Pkwy.","Saw Mill River Pkwy N","Irvington","Westchester","NY",92,30.04,"WNW",4.6,0.06,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.016,1.111,-1.222,29.6166666666667,"2017-01-19",115,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:25:15",40.881493,-74.695465,"Accident on US-206 Lackawanna Pl at Gold Mine Rd.","Lackawanna Pl","Flanders","Morris","NJ",96,29.42,"Calm",5.8,0.18,"","False","False","False","False","False","False","False","","Poc impacte",1,0,0.611,-2.389,29.6666666666667,"2018-03-02",116,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"Source1","13:47:02",40.596655,-73.508729,"Closed at Meadowbrook Pky - Road closed due to accident.","Ocean Pkwy","Babylon","Nassau","NY",57,30.11,"SSW",11.5,0.02,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte molt fort/alt",1,2.015,13.889,-3.222,360,"2017-04-23",117,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","09:24:19",43.158569,-77.606995,"Accident on Clinton Ave Northbound at Mortimer St.","N Clinton Ave","Rochester","Monroe","NY",93,30.3,"SSE",3.5,0,"Overcast","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,18.889,-11.889,29.8166666666667,"2018-09-12",118,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
